0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,-0.165354,-0.196850,-50.000000
0,1,0.283465,-0.220472,-50.000000
0,2,-0.669291,-0.283465,-50.000000
0,3,0.417323,0.881890,-50.000000
0,4,0.047244,0.330709,-50.000000
0,5,-0.259843,-0.622047,-50.000000
0,6,-0.094488,0.157480,-50.000000
0,7,0.070866,0.015748,-50.000000
0,8,-0.291339,0.244094,-50.000000
0,9,-0.267717,-0.503937,-50.000000
0,10,-0.039370,0.133858,-50.000000
0,11,0.338583,0.000000,-50.000000
0,12,-0.322835,0.330709,-50.000000
0,13,-0.299213,0.055118,-50.000000
0,14,-0.141732,-0.763780,-50.000000
0,15,0.165354,0.362205,-50.000000
1,0,0.267717,-0.062992,-50.000000
1,1,0.094488,0.338583,-50.000000
1,2,0.519685,-0.480315,-50.000000
1,3,-1.000000,0.047244,-50.000000
1,4,-0.314961,-0.110236,-50.000000
1,5,0.685039,0.047244,-50.000000
1,6,-0.102362,-0.149606,-50.000000
1,7,-0.047244,0.055118,-50.000000
1,8,-0.094488,-0.377953,-50.000000
1,9,0.566929,-0.031496,-50.000000
1,10,-0.110236,-0.078740,-50.000000
1,11,-0.125984,0.307087,-50.000000
1,12,-0.181102,-0.425197,-50.000000
1,13,0.070866,-0.314961,-50.000000
1,14,0.748031,0.165354,-50.000000
1,15,-0.401575,0.007874,-50.000000
2,0,-0.039370,0.267717,-50.000000
2,1,-0.346457,-0.047244,-50.000000
2,2,0.259843,0.669291,-50.000000
2,3,0.338583,-0.913386,-50.000000
2,4,0.236220,-0.236220,-50.000000
2,5,-0.299213,0.614173,-50.000000
2,6,0.173228,-0.039370,-50.000000
2,7,-0.039370,-0.062992,-50.000000
2,8,0.377953,0.047244,-50.000000
2,9,-0.196850,0.535433,-50.000000
2,10,0.110236,-0.070866,-50.000000
2,11,-0.228346,-0.236220,-50.000000
2,12,0.472441,0.000000,-50.000000
2,13,0.236220,0.204724,-50.000000
2,14,-0.496063,0.590551,-50.000000
2,15,0.165354,-0.377953,-50.000000
0,0,0.062992,-0.543307,-46.000000
0,1,0.582677,0.314961,-46.000000
0,2,-0.480315,-0.771654,-46.000000
0,3,-0.519685,0.803150,-46.000000
0,4,-0.748031,0.574803,-46.000000
0,5,0.637795,-0.692913,-46.000000
0,6,-0.511811,0.330709,-46.000000
0,7,0.267717,-0.401575,-46.000000
0,8,-0.527559,-0.125984,-46.000000
0,9,0.433071,-0.244094,-46.000000
0,10,-0.700787,0.055118,-46.000000
0,11,0.590551,-0.125984,-46.000000
0,12,-0.275591,-0.236220,-46.000000
0,13,-0.409449,0.173228,-46.000000
0,14,0.283465,-0.622047,-46.000000
0,15,0.055118,-0.118110,-46.000000
1,0,0.472441,0.291339,-46.000000
1,1,-0.551181,0.401575,-46.000000
1,2,0.897638,-0.094488,-46.000000
1,3,-0.488189,-0.818898,-46.000000
1,4,-0.196850,-0.905512,-46.000000
1,5,0.409449,0.866142,-46.000000
1,6,-0.094488,-0.598425,-46.000000
1,7,0.267717,0.409449,-46.000000
1,8,0.330709,-0.433071,-46.000000
1,9,0.055118,0.503937,-46.000000
1,10,0.228346,-0.661417,-46.000000
1,11,-0.118110,0.598425,-46.000000
1,12,0.322835,-0.157480,-46.000000
1,13,0.000000,-0.440945,-46.000000
1,14,0.440945,0.503937,-46.000000
1,15,0.070866,0.094488,-46.000000
2,0,-0.456693,0.299213,-46.000000
2,1,-0.157480,-0.677165,-46.000000
2,2,-0.275591,0.874016,-46.000000
2,3,0.921260,-0.102362,-46.000000
2,4,0.905512,0.212598,-46.000000
2,5,-0.960630,0.000000,-46.000000
2,6,0.582677,0.133858,-46.000000
2,7,-0.503937,0.078740,-46.000000
2,8,0.236220,0.472441,-46.000000
2,9,-0.496063,-0.165354,-46.000000
2,10,0.503937,0.480315,-46.000000
2,11,-0.496063,-0.354331,-46.000000
2,12,0.015748,0.362205,-46.000000
2,13,0.377953,0.188976,-46.000000
2,14,-0.669291,0.173228,-46.000000
2,15,-0.110236,0.007874,-46.000000
0,0,0.181102,-0.251969,-51.000000
0,1,0.173228,-0.157480,-51.000000
0,2,-0.787402,-0.220472,-51.000000
0,3,0.629921,0.748031,-51.000000
0,4,0.354331,0.590551,-51.000000
0,5,-0.685039,0.055118,-51.000000
0,6,0.401575,-0.228346,-51.000000
0,7,-0.196850,-0.118110,-51.000000
0,8,0.086614,0.307087,-51.000000
0,9,-0.448819,0.259843,-51.000000
0,10,-0.110236,-0.007874,-51.000000
0,11,0.480315,-0.409449,-51.000000
0,12,0.251969,-0.031496,-51.000000
0,13,-0.157480,0.677165,-51.000000
0,14,-0.543307,-0.433071,-51.000000
0,15,0.354331,-0.110236,-51.000000
1,0,0.149606,0.299213,-51.000000
1,1,0.070866,0.228346,-51.000000
1,2,0.551181,-0.598425,-51.000000
1,3,-0.944882,0.244094,-51.000000
1,4,-0.653543,0.039370,-51.000000
1,5,0.267717,-0.653543,-51.000000
1,6,0.031496,0.472441,-51.000000
1,7,0.188976,-0.125984,-51.000000
1,8,-0.314961,-0.055118,-51.000000
1,9,-0.007874,-0.511811,-51.000000
1,10,0.062992,-0.094488,-51.000000
1,11,0.149606,0.622047,-51.000000
1,12,-0.086614,0.236220,-51.000000
1,13,-0.527559,-0.464567,-51.000000
1,14,0.622047,-0.283465,-51.000000
1,15,-0.062992,0.370079,-51.000000
2,0,-0.346457,0.000000,-51.000000
2,1,-0.244094,-0.055118,-51.000000
2,2,0.314961,0.763780,-51.000000
2,3,0.196850,-0.944882,-51.000000
2,4,0.283465,-0.598425,-51.000000
2,5,0.480315,0.527559,-51.000000
